Tab Names,,"Snapshot 1 | Sheet: KCP-109-C | Wednesday, February 11, 2026  11:08:24 PM",,,,,,,,,,,,,,,,,,,,,
KCP-109-C,,Oxide,Concentration,,,Iteration,Synthetic SiO2 Value,Synthetic TiO2 Value,Synthetic Al2O3 Value,Synthetic FeO Value,Synthetic MnO Value,Synthetic MgO Value,Synthetic CaO Value,Synthetic Na2O Value,Synthetic K2O Value,Synthetic P2O5 Value,,,,,,,
,,,,,,89,75.61182613,0.140883136,12.92021142,1.085416071,0.036277482,0.172236022,1.008155059,3.294022572,4.90800188,0.055168444,,,,,,,
,,,,,,90,75.8838151,0.139018671,12.63790454,1.08497835,0.035273314,0.14766635,1.070668566,3.257383221,4.980244014,0.04917697,,,,,,,
,,,,,,91,76.11178439,0.121070914,12.87115202,1.262719899,0.039285971,0.162370381,1.010676938,3.317603369,4.97621596,0.04920237,,,,,,,
,,,,,,92,75.99722648,0.1431668,12.79753846,1.147133944,0.037308536,0.167187947,1.115733376,3.262487797,4.936750016,0.049983097,,,,,,,
,,,,,,93,76.13387398,0.152172594,12.97906323,1.055292494,0.035230203,0.121801118,1.145097354,3.290549578,4.922345827,0.040438629,,,,,,,
,,,,,,94,76.11825423,0.1462881,12.94602871,1.138193754,0.036912666,0.121543638,1.070660596,3.238244105,5.007463485,0.053418275,,,,,,,
,,,,,,95,75.89164898,0.109672791,12.86714825,1.161963154,0.036361419,0.187203274,1.091646371,3.291302509,5.038325127,0.038597376,,,,,,,
,,,,,,96,75.83323109,0.114937867,12.92361105,1.177799847,0.034000395,0.137798555,1.051672404,3.261615097,4.899101486,0.040747387,,,,,,,
,,,,,,97,75.32366765,0.105209896,12.85039648,1.086375104,0.034310686,0.138258845,1.049686584,3.38601997,5.026326409,0.034488547,,,,,,,
,,,,,,98,75.52774974,0.136082063,12.89805106,1.048338206,0.031070447,0.178586041,1.102852237,3.259909126,4.952924841,0.050343173,,,,,,,
,,,,,,99,75.51023248,0.138365654,12.76976181,1.064480697,0.03782578,0.199637736,1.102889601,3.292740165,4.918610174,0.058669019,,,,,,,
,,,,,,100,75.52308824,0.136647822,12.86159706,1.058867678,0.034965068,0.138454917,0.985355794,3.131192592,4.971759591,0.041955158,,,,,,,
,,,,,,101,75.63348776,0.133293636,12.86063966,1.108012223,0.036975657,0.085236406,1.066385512,3.231889144,4.941475563,0.05385722,,,,,,,
,,,,,,102,75.72847111,0.122601835,12.98197151,1.123059123,0.030827073,0.12511191,1.109819972,3.198452749,4.923199311,0.049540436,,,,,,,
,,,,,,103,75.4564964,0.10929047,12.94067243,1.119490697,0.033521713,0.180506455,1.119484004,3.098353517,4.980610424,0.051448148,,,,,,,
,,,,,,104,75.60916906,0.134966804,12.7787166,1.219527275,0.032902906,0.170734261,1.10838953,3.211150737,4.918758113,0.039572411,,,,,,,
,,,,,,105,76.19879627,0.124227448,12.89111461,1.106234494,0.041006341,0.140592194,1.133338831,3.100686504,4.964542757,0.054726557,,,,,,,
,,,,,,106,75.3293514,0.153383344,12.70834731,1.150267696,0.033535396,0.185592202,1.036485803,3.298066513,4.954641261,0.052249744,,,,,,,
,,,,,,107,76.44111139,0.131469652,12.78944843,1.134929719,0.036664831,0.113155682,1.004328431,3.287879745,4.926787559,0.044437984,,,,,,,
,,,,,,108,76.08907086,0.114201343,13.03328909,1.167177247,0.030789224,0.128676619,1.095263845,3.167095408,4.941428498,0.05497887,,,,,,,
,,,,,,109,75.95394267,0.13755561,13.02296706,1.095010511,0.035096859,0.146871976,1.014978534,3.163893132,4.897098199,0.044383001,,,,,,,
,,,,,,110,75.84865962,0.122498955,13.04659995,1.140544476,0.039781057,0.123918541,1.141850326,3.141723757,5.057562827,0.047720936,,,,,,,
,,,,,,111,75.14628461,0.134326061,12.83062017,1.199167977,0.039147651,0.133522014,1.109149649,3.303310161,4.971424557,0.052548872,,,,,,,
,,,,,,112,76.16047189,0.14851427,12.85396143,1.173226215,0.032993006,0.119885286,1.101598158,3.297008969,5.040565885,0.044167116,,,,,,,
,,,,,,113,75.96372286,0.147159164,12.86240106,1.041151156,0.039586251,0.093810913,1.060402898,3.219263893,5.037541099,0.059276394,,,,,,,
,,,,,,114,75.85213196,0.099618456,12.52485688,1.143384448,0.03281487,0.166538054,1.085028082,3.143388341,4.887781597,0.05257299,,,,,,,
,,,,,,115,75.89620949,0.129133194,12.74071454,1.099656896,0.033123386,0.130732965,1.080544213,3.114489488,5.008785102,0.048713105,,,,,,,
,,,,,,116,75.56898028,0.139715908,12.9638086,1.143958759,0.034069286,0.198711121,1.082303338,3.170219426,5.015400371,0.043691918,,,,,,,
,,,,,,117,75.59999691,0.117245266,12.86832906,1.09852483,0.032208392,0.17841214,1.074607155,3.110426114,4.898445721,0.050829979,,,,,,,
,,,,,,118,75.84818235,0.135568603,12.84746963,1.070053021,0.032106025,0.165071504,1.017040319,3.245017756,4.945748561,0.052096856,,,,,,,
,,,,,,119,75.43794897,0.132622657,12.88345515,1.113762928,0.032293492,0.166240172,1.039517298,3.29022162,5.028115347,0.057791914,,,,,,,
,,,,,,120,76.10720097,0.147624964,12.96006793,1.114760701,0.036485263,0.17101868,1.071193454,3.150205588,5.096764148,0.048240798,,,,,,,
,,,,,,121,75.98370286,0.122005286,13.0597825,1.145377996,0.028637609,0.163736987,1.052449244,3.330505672,4.898120461,0.049738052,,,,,,,
,,,,,,122,75.62187195,0.116283322,12.91498618,1.143929578,0.037194734,0.164933444,0.953598483,3.102030128,4.930238485,0.045093629,,,,,,,
,,,,,,123,76.00842072,0.145057898,12.86044393,1.05837088,0.030772694,0.16764509,1.104724569,3.242649731,5.007030654,0.046317958,,,,,,,
,,,,,,124,76.3219389,0.110436236,13.20564904,1.061245295,0.035789166,0.171863351,1.097773733,3.271768481,4.882409394,0.049457168,,,,,,,
,,,,,,125,75.8430722,0.139703802,12.90228677,1.062532141,0.034963813,0.145036167,1.070318073,3.21005059,4.975546315,0.054779056,,,,,,,
,,,,,,126,75.29381847,0.119241768,12.90953466,1.105381683,0.031686695,0.109043762,1.050381407,3.08622746,4.968140914,0.049936715,,,,,,,
,,,,,,127,75.7617367,0.139111935,13.0295493,1.111597655,0.033766582,0.164661121,1.074571002,3.076090558,5.033689713,0.0403963,,,,,,,
,,,,,,128,75.47942807,0.131536402,13.084798,1.227747416,0.033986245,0.166108681,1.059655739,3.054686024,4.9944025,0.049053999,,,,,,,
,,,,,,129,75.61617316,0.135839998,12.65082937,0.951348502,0.032834239,0.117236956,1.045924172,3.127786948,5.049600056,0.049988289,,,,,,,
,,,,,,130,75.81663285,0.126102264,13.02136319,0.955514745,0.033403154,0.178148841,1.06241617,3.165310238,5.0201057,0.042335591,,,,,,,
,,,,,,131,75.46536033,0.138355739,12.87998401,1.153052293,0.034227475,0.175548083,1.069698181,3.356571558,4.988598798,0.04085601,,,,,,,
,,,,,,132,75.45632895,0.126825831,12.99009383,1.035561975,0.033607502,0.108855573,1.114245287,3.284201816,4.91392821,0.056757317,,,,,,,
,,,,,,133,76.14154949,0.144170662,12.78788794,1.160471762,0.038316586,0.148421146,1.072474006,3.223609717,5.037195534,0.068517841,,,,,,,
,,,,,,134,75.04932867,0.135266889,12.94570646,1.054550038,0.033882819,0.18773084,1.087203268,3.141837001,4.988955189,0.059889942,,,,,,,
,,,,,,135,75.0889639,0.120200958,12.76827997,1.114438579,0.031471143,0.185843395,1.104773352,3.336770973,4.963308366,0.04752711,,,,,,,
,,,,,,136,75.06058095,0.118061243,12.81284962,1.079007868,0.03469143,0.161901906,1.068081049,3.208907227,5.029582508,0.05589568,,,,,,,
,,,,,,137,75.54672187,0.125532003,12.67735256,1.17493174,0.030939556,0.153558763,1.096351893,3.262597438,5.041336863,0.037456526,,,,,,,
,,,,,,138,75.98007102,0.134433212,12.77182304,1.094002265,0.034546349,0.149727016,1.047660192,3.074061728,4.975348842,0.051135607,,,,,,,
,,,,,,139,76.11657326,0.114598019,12.92801676,1.054659656,0.031578482,0.166014573,1.149129251,3.223743561,4.984752351,0.065146043,,,,,,,
,,,,,,140,75.8037845,0.139733038,12.90422252,1.139901481,0.037408723,0.133415699,1.046494577,3.101845356,4.933440693,0.063331542,,,,,,,
,,,,,,141,76.13228116,0.11854531,12.7577389,1.200971235,0.035338418,0.178986592,1.134576785,3.027448639,4.986423442,0.059844639,,,,,,,
,,,,,,142,75.75194282,0.131582544,12.9248393,1.026272174,0.032652255,0.168098804,1.080780126,3.112777329,4.978686861,0.03877849,,,,,,,
,,,,,,143,76.17147114,0.127657852,12.9393144,0.984150816,0.034991707,0.1443391,0.993407176,3.174623407,4.854650523,0.030727299,,,,,,,
,,,,,,144,75.97193173,0.139634993,12.90358932,1.223201621,0.040935433,0.191325905,1.05990926,3.165696855,4.98743554,0.060450878,,,,,,,
,,,,,,145,75.45998093,0.120457384,13.01217693,1.087584689,0.034267281,0.14482521,1.072131491,3.150775124,4.934955532,0.043043183,,,,,,,
,,,,,,146,75.6809932,0.11725283,13.02289742,1.053477115,0.028566022,0.157161984,1.0925076,3.445607719,4.94731893,0.066704905,,,,,,,
,,,,,,147,75.66252529,0.127134353,12.97097038,0.994546936,0.03799288,0.174227963,1.065686883,3.338547981,4.984833431,0.058933294,,,,,,,
,,,,,,148,76.2475425,0.126391477,12.86613498,1.000468459,0.034198593,0.091000902,1.049991831,3.306281745,5.022223801,0.054124909,,,,,,,
,,,,,,149,75.70445778,0.122300679,12.48299053,1.154927164,0.0335941,0.175481699,0.993366854,3.333834686,5.028648547,0.043634537,,,,,,,
,,,,,,150,75.99438846,0.138599815,12.9385457,1.03386931,0.03143724,0.175312445,1.133054139,3.205685864,4.987768058,0.052945561,,,,,,,
,,,,,,151,76.09994168,0.142027062,13.22098552,1.089294309,0.036238751,0.167959495,1.024868102,3.262625656,5.013916155,0.055141337,,,,,,,
,,,,,,152,76.22942325,0.131576827,13.04091609,1.027137748,0.029587186,0.153050158,1.100085477,3.071192108,4.932857879,0.049656641,,,,,,,
,,,,,,153,75.6301854,0.130860403,12.6284095,1.038583261,0.035098158,0.190067497,0.994183146,3.106132623,4.878698981,0.057616737,,,,,,,
,,,,,,154,76.04991196,0.122146791,12.85966203,0.989755358,0.034640546,0.140504099,1.057768919,3.220782638,4.967983676,0.050188982,,,,,,,
,,,,,,155,75.2506923,0.145508274,12.89466709,1.152892979,0.033116801,0.161561364,1.108792597,3.034458358,4.979733358,0.045630112,,,,,,,
,,,,,,156,75.21907233,0.146384737,13.04436074,1.175378135,0.034591626,0.17831144,0.963162754,3.194319639,5.003512473,0.044249967,,,,,,,
,,,,,,157,75.87450834,0.13009295,12.98837544,0.990914547,0.036082795,0.139510572,1.039243517,3.323042481,5.0905785,0.049301942,,,,,,,
,,,,,,158,75.25723099,0.149039333,12.90500901,1.217602765,0.032280804,0.15927316,1.055326964,3.159951302,5.04280556,0.057578562,,,,,,,
,,,,,,159,75.80900901,0.113124685,12.88713588,1.055246059,0.028140263,0.111469595,1.036973962,3.263763444,4.876838313,0.046964116,,,,,,,
,,,,,,160,76.02651625,0.094401892,13.03947787,1.07938608,0.035181185,0.181551796,1.068321352,3.284273005,5.124641296,0.057830076,,,,,,,
,,,,,,161,75.51227652,0.12802761,12.81299421,1.033055058,0.037632911,0.167065889,1.05411821,3.201215369,4.947422859,0.039823227,,,,,,,
,,,,,,162,75.52127922,0.139637501,12.93038575,1.003567885,0.035157881,0.142547895,0.992107286,3.281084833,4.875369176,0.06047065,,,,,,,
,,,,,,163,75.28690208,0.116605351,12.94048001,1.038310083,0.038843449,0.175253249,1.137900502,3.202847615,4.994988355,0.060190013,,,,,,,
,,,,,,164,76.04774753,0.147101486,12.92272492,1.136813831,0.035809544,0.155379826,1.071920611,3.092485118,4.930278707,0.056913349,,,,,,,
,,,,,,165,75.26527949,0.127849927,12.87608265,1.123450036,0.033989043,0.192974945,1.031837861,3.235340368,4.953978886,0.064246999,,,,,,,
,,,,,,166,75.24092262,0.128582896,12.80969447,1.147221461,0.034085577,0.116234267,1.104043602,3.304957004,4.96491674,0.06115475,,,,,,,
,,,,,,167,75.77506029,0.128328781,12.9709953,1.180708424,0.035280067,0.14655699,1.120128493,3.274608636,4.897344293,0.054066276,,,,,,,
,,,,,,168,75.8381146,0.144119358,12.87391297,1.074708005,0.030526301,0.180914215,0.99312445,3.082257348,5.024490668,0.055730722,,,,,,,
,,,,,,169,76.09306454,0.131351281,12.9885891,1.145685916,0.034094425,0.124836732,1.009102456,3.251702507,5.063308637,0.05792291,,,,,,,
,,,,,,170,75.67280574,0.133832861,12.77020087,1.0793033,0.031151502,0.125310728,1.061049863,3.232319939,5.077234494,0.050442579,,,,,,,
,,,,,,171,75.52925353,0.12180169,12.90132491,1.021344742,0.037513692,0.121374172,1.059769414,3.286919221,5.086249873,0.046477815,,,,,,,
,,,,,,172,75.55787551,0.120493958,12.9147052,1.002589614,0.033973565,0.146374871,1.067938682,3.19994726,4.980605015,0.052699813,,,,,,,
,,,,,,173,75.31722778,0.140304051,12.80753605,1.115859443,0.034218074,0.171010507,1.135631292,3.441304386,4.978633207,0.067748035,,,,,,,
,,,,,,174,75.85368807,0.104038056,12.81962167,1.092740004,0.03533114,0.159665489,1.12489343,3.354513063,5.069484635,0.042855359,,,,,,,
,,,,,,175,75.45055315,0.132189642,12.89045254,1.092931207,0.038568205,0.150494071,0.980573494,3.114647688,4.974136558,0.054764692,,,,,,,
,,,,,,176,76.69721038,0.134025361,12.71708666,1.188520564,0.036943582,0.208677132,1.043384378,3.191466604,5.009441781,0.050429516,,,,,,,
,,,,,,177,75.96529207,0.12974257,12.75074232,1.033131589,0.034391776,0.171246445,1.072860426,3.310055679,4.89389052,0.053443146,,,,,,,
,,,,,,178,75.92033068,0.111016469,12.64526606,1.083230461,0.032675762,0.106431409,1.113784207,3.217256959,4.921052336,0.052218328,,,,,,,
,,,,,,179,75.60151613,0.121119417,13.12675785,1.10714484,0.038481446,0.165797988,1.065151922,3.11012015,5.00890048,0.049006217,,,,,,,
,,,,,,180,75.57784446,0.133746419,13.04511908,1.017327963,0.03433462,0.175001848,1.103001946,3.217855947,5.006190472,0.049783121,,,,,,,
,,,,,,181,75.23309771,0.13759591,12.80482372,1.053336161,0.036627105,0.14824651,1.11137439,3.409627958,4.963974834,0.055660272,,,,,,,
,,,,,,182,76.11745919,0.131386168,12.78209167,1.013841756,0.033410576,0.152662054,0.962180344,3.078769161,4.93330047,0.047847736,,,,,,,
,,,,,,183,75.50385118,0.134372868,13.12550853,1.061787688,0.039576033,0.145623054,1.066038924,3.111010612,4.981891603,0.048446486,,,,,,,
,,,,,,184,75.7481224,0.14279866,13.01119005,1.140708911,0.030099137,0.182541125,1.012478326,3.114125548,4.978087856,0.056313278,,,,,,,
,,,,,,185,75.98230242,0.125647595,13.10376344,1.007184189,0.031094114,0.148440674,1.058041086,3.27041494,4.946292536,0.051993774,,,,,,,
,,,,,,186,75.90759482,0.149429806,12.67208639,1.010031449,0.034754534,0.186002264,1.10735324,3.14655206,4.98288431,0.051790116,,,,,,,
,,,,,,187,75.98347163,0.131400358,13.01887365,1.24647372,0.033903839,0.168169274,1.067408746,3.339287924,4.830701878,0.049775251,,,,,,,
,,,,,,188,74.82333753,0.136480145,12.89943631,1.053132451,0.03544895,0.133225705,1.087250562,3.256602186,4.949832648,0.056427123,,,,,,,
,,,,,,189,75.556278,0.147127637,12.83277236,1.096958375,0.040723788,0.210693471,1.029278707,3.195582172,4.951913826,0.052852124,,,,,,,
,,,,,,190,75.37900455,0.104441035,13.03525924,1.12106969,0.030038045,0.148312685,1.000232108,2.992506547,4.868220134,0.047874945,,,,,,,
,,,,,,191,75.5706115,0.124388289,12.72841345,1.161302566,0.038654297,0.197329015,1.136164397,3.161174492,4.90217681,0.042824504,,,,,,,
,,,,,,192,75.70666959,0.145857596,13.08018196,1.107770903,0.03863895,0.123378089,1.057015851,3.262985578,5.045356732,0.048142623,,,,,,,
,,,,,,193,76.23954202,0.143851407,12.98918469,1.037847931,0.037873173,0.137577437,1.077582453,3.166485295,5.019038538,0.05353093,,,,,,,
,,,,,,194,75.89966599,0.11325632,13.0489617,1.170791881,0.038261022,0.169250305,0.981680576,3.109252499,4.818875203,0.040163248,,,,,,,
,,,,,,195,75.89285973,0.143365146,12.99899346,1.010112989,0.030664905,0.131756618,1.073973209,3.257821416,4.964101545,0.046787148,,,,,,,
,,,,,,196,75.88820906,0.133061669,13.2287843,1.047963336,0.032667901,0.160861073,1.062840306,3.396785652,4.985469747,0.047844731,,,,,,,
,,,,,,197,75.17028058,0.115414283,12.68765919,1.100611908,0.031747803,0.137948049,1.123702236,3.105458765,4.965758824,0.054564508,,,,,,,
,,,,,,198,75.13461215,0.137540524,12.77951012,1.094665797,0.033045709,0.17382654,1.102924342,3.192897792,5.061696706,0.06093532,,,,,,,
,,,,,,199,76.14173018,0.120060913,13.03502752,1.084917435,0.033926399,0.212115927,1.028458853,3.259867718,4.902955965,0.048925791,,,,,,,
,,,,,,200,75.79916472,0.143696363,12.83003026,1.082928046,0.034679042,0.133965004,1.075641863,3.183570335,4.97604589,0.049757048,,,,,,,
,,,,,MEAN,,75.74194111,0.131161447,12.89529321,1.09955669,0.034653977,0.154380157,1.065548355,3.216315468,4.973745248,0.051435049,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,STDEV.S(),,0.326406935,0.012598771,0.142325879,0.068531756,0.002796988,0.02725495,0.045649204,0.097256859,0.059814647,0.007371809,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,ST. ERROR,,0.001632035,6.29939E-05,0.000711629,0.000342659,1.39849E-05,0.000136275,0.000228246,0.000486284,0.000299073,3.6859E-05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,"Snapshot 1 | Sheet: KHD-105-G | Wednesday, February 11, 2026  11:08:24 PM",,,,,,,,,,,,,,,,,,,,,
,,Oxide,Concentration,HAL 2-sigma uncertainty,,Iteration,Synthetic SiO2 Value,Synthetic TiO2 Value,Synthetic Al2O3 Value,Synthetic FeO Value,Synthetic MnO Value,Synthetic MgO Value,Synthetic CaO Value,Synthetic Na2O Value,Synthetic K2O Value,Synthetic P2O5 Value,,,,,,,
,,SiO2,76.2345912,0.358468832,,1,76.13232376,0.06592037,13.23835425,0.477676732,0.00152333,0.030883465,0.94760921,3.113566132,5.400500418,0.014109948,,,,,,,
,,TiO2,0.057677335,0.010098312,,2,76.06136145,0.058278254,12.84111196,0.461339312,0.004603646,0.041522233,0.932330534,3.127664344,5.391346569,0.005390937,,,,,,,
,,Al2O3,13.05105783,0.147635346,,3,76.56010307,0.056875157,12.79158272,0.463559831,0.006079217,0.058935592,0.955496952,3.058043973,5.339196272,0.005146901,,,,,,,
,,FeO*,0.452038394,0.039874725,,4,75.48184788,0.035120615,12.82776201,0.369008322,0.004428855,0.05122199,0.913692176,3.187561283,5.426677666,0.009788267,,,,,,,
,,MnO,0.004899009,0.001636042,,5,76.12192517,0.059618274,13.06994236,0.490972619,0.005208076,0.053700674,0.990377013,3.106327278,5.309857352,0.005797144,,,,,,,
,,MgO,0.049760716,0.01793946,,6,76.13737331,0.055447824,13.14256219,0.387581652,0.003572339,0.048154737,0.982403169,3.148466493,5.395645247,0.0069137,,,,,,,
,,CaO,0.95714782,0.043674033,,7,75.675185,0.061156821,12.90321422,0.443329251,0.005564383,0.05967966,0.909527495,3.084060356,5.442141283,0.012542034,,,,,,,
,,Na2O,3.079908614,0.090543915,,8,76.61375377,0.072107431,12.94684642,0.471786193,0.00418695,0.042778597,0.922191501,3.160587213,5.4264886,0.004631069,,,,,,,
,,K2O,5.425841258,0.059994959,,9,76.48645109,0.069948366,13.12953009,0.400301311,0.003090549,0.058357316,1.081216799,3.113154276,5.38485384,0.012171055,,,,,,,
,,P2O5,0.005322709,0.004801708,,10,76.36573763,0.060718754,13.24189072,0.43256994,0.00774157,0.047971857,0.904544097,3.114298835,5.378343703,0.003611937,,,,,,,
,,,,,,11,76.35765702,0.034768286,13.03486844,0.44381527,0.004640735,0.05635819,0.903393912,3.026053557,5.42972579,0.005595541,,,,,,,
,,,,,,12,76.78755074,0.060550836,13.2040104,0.488176428,0.003015908,0.048793178,0.956105519,3.124952552,5.470153133,-0.001110614,,,,,,,
,,,,,,13,75.95457482,0.053859071,13.14925113,0.431428441,0.006021792,0.062750254,0.890144252,3.006078225,5.384711776,0.007299367,,,,,,,
,,,,,,14,76.22920554,0.054027979,12.87443891,0.381071378,0.005560499,0.027481759,1.029417375,3.059558483,5.445491192,0.00407409,,,,,,,
,,,,,,15,76.22000105,0.056126054,13.05166565,0.447878969,0.004275027,0.025044095,0.979926832,3.205372223,5.357458659,0.00748953,,,,,,,
,,,,,,16,76.15926212,0.071161017,13.14409559,0.483170829,0.003197139,0.024099575,0.92929318,2.966559747,5.483221195,0.004583002,,,,,,,
,,,,,,17,76.14204922,0.059696225,12.8974239,0.457934606,0.003561181,0.053659922,0.977228639,3.116372254,5.437454298,0.00359799,,,,,,,
,,,,,,18,76.54808749,0.063944417,13.15191374,0.38700916,0.004953062,0.023278036,1.000901621,2.976111636,5.396582539,0.004657901,,,,,,,
,,,,,,19,75.96316664,0.056852632,13.02359797,0.429591229,0.002294658,0.056634013,0.989831333,3.09077589,5.498602366,0.007903839,,,,,,,
,,,,,,20,76.52823645,0.050712423,13.2121742,0.507428447,0.00630034,0.043398032,0.993621369,3.02065781,5.469910036,0.010845062,,,,,,,
,,,,,,21,76.1607643,0.050804109,13.02245419,0.459314849,0.001348229,0.053792242,1.076184247,3.25517268,5.412019107,-0.000387805,,,,,,,
,,,,,,22,76.10775747,0.029043695,13.32663983,0.42833488,0.005501,0.053308106,0.883549006,3.072143654,5.52229054,0.008414112,,,,,,,
,,,,,,23,75.85022754,0.051072277,13.20788374,0.474063557,0.008138243,0.016438782,0.964544208,3.066060677,5.393005366,0.005727618,,,,,,,
,,,,,,24,76.12892792,0.067455618,13.00233642,0.393349575,0.007790663,0.079966005,1.013727278,3.148809845,5.447070697,0.014953165,,,,,,,
,,,,,,25,76.51163085,0.05347304,12.9824246,0.498231356,0.00382261,0.03223409,0.981877637,3.109196894,5.422436664,0.018090754,,,,,,,
,,,,,,26,75.71044225,0.050895134,12.96076999,0.481284925,0.004877583,0.053252474,1.018139359,2.967781922,5.5271465,0.00606425,,,,,,,
,,,,,,27,76.53079612,0.066452269,13.06156094,0.478164097,0.006101657,0.054228269,0.978328,3.083919773,5.486481726,0.007074676,,,,,,,
,,,,,,28,76.48310804,0.03898853,13.10459364,0.460162714,0.003424368,0.045803074,0.986540316,3.254502674,5.4620377,0.005468927,,,,,,,
,,,,,,29,76.31217562,0.059333426,13.2000171,0.44560488,0.00305348,0.053546338,0.949825061,3.021879193,5.37639794,-0.001745376,,,,,,,
,,,,,,30,76.72322682,0.072625381,13.10043145,0.45968694,0.004991765,0.097928576,0.964396652,3.135277061,5.413412801,0.008187628,,,,,,,
,,,,,,31,76.23928235,0.059773892,13.07158261,0.397816389,0.005441364,0.06701234,0.915141935,3.13071169,5.50599887,0.006096597,,,,,,,
,,,,,,32,75.99421882,0.053605462,13.17228127,0.487662538,0.004165077,0.073260089,0.994114712,3.061445564,5.481770203,-0.000153688,,,,,,,
,,,,,,33,75.63715445,0.051654873,13.1157823,0.455978129,0.003251085,0.051415547,0.96045545,3.096251428,5.513231658,0.013067383,,,,,,,
,,,,,,34,76.42631821,0.063181574,13.04328025,0.46071143,0.004449419,0.049660027,0.959235344,3.069201581,5.524896509,0.007498281,,,,,,,
,,,,,,35,76.6911079,0.071859241,13.26813291,0.471728304,0.005581293,0.05368053,0.899063448,3.029107473,5.496606668,0.007519185,,,,,,,
,,,,,,36,75.99701202,0.063263013,13.07192553,0.393842177,0.00365261,0.03109823,0.965162031,3.223022846,5.424662034,0.003220981,,,,,,,
,,,,,,37,76.07978448,0.049771347,12.95156927,0.387265977,0.005899054,0.055515419,0.933330239,3.072766671,5.47740039,-0.008554372,,,,,,,
,,,,,,38,75.61758741,0.050770336,13.21817314,0.505361192,0.003590999,0.054031312,0.929529137,3.179567107,5.469909409,0.011554372,,,,,,,
,,,,,,39,75.90596885,0.042393363,13.4389573,0.449008606,0.003597039,0.040402393,0.930951833,3.133690141,5.491187522,0.007943321,,,,,,,
,,,,,,40,76.51779768,0.045593513,13.31628829,0.456360712,0.007985002,0.046504493,1.027971543,3.033017656,5.443684017,0.00304982,,,,,,,
,,,,,,41,76.89967939,0.059643281,13.2229563,0.430310903,0.006825962,0.06808712,1.006174697,3.053221457,5.482796285,0.008856083,,,,,,,
,,,,,,42,77.05744485,0.075160142,13.12298719,0.472613564,0.004441183,0.041198003,0.941404122,3.190015153,5.388857823,-0.001958449,,,,,,,
,,,,,,43,76.6674134,0.069862024,12.98695244,0.402143964,0.004783166,0.038476111,0.971751319,3.142099161,5.404829073,-0.002477199,,,,,,,
,,,,,,44,76.49942703,0.060624609,13.10982887,0.431652189,0.00635986,0.013356543,0.9427731,2.880222958,5.431370395,-0.002581709,,,,,,,
,,,,,,45,76.09860304,0.054402267,13.12728427,0.440725621,0.005126295,0.063874077,1.004933867,3.184211208,5.428025238,0.015176529,,,,,,,
,,,,,,46,76.33792798,0.048961322,12.82816583,0.441275604,0.006218283,0.063748401,0.906582116,3.044129645,5.427425159,0.003635274,,,,,,,
,,,,,,47,76.02695138,0.051478827,13.07663007,0.481870943,0.00153199,0.070167838,0.876019335,2.917849294,5.452754935,0.000589773,,,,,,,
,,,,,,48,76.23593185,0.067943118,13.12065644,0.389994465,0.003410111,0.065330735,0.980642726,3.103096588,5.391403488,0.015331344,,,,,,,
,,,,,,49,75.86026612,0.057746692,13.14243949,0.443607528,0.007369877,0.035642176,0.994266323,2.991784761,5.539653684,0.012236583,,,,,,,
,,,,,,50,76.60892693,0.064797294,13.07080661,0.416954728,0.004315786,0.02499211,0.990702501,3.032948899,5.435432054,0.001025531,,,,,,,
,,,,,,51,76.50597258,0.051508734,12.98954073,0.457592476,0.003962991,0.066292447,0.990195882,3.167193002,5.288841094,0.007936983,,,,,,,
,,,,,,52,76.22061693,0.040030486,12.93053873,0.423168058,0.004246547,0.053190071,0.930254739,3.000895843,5.503398939,0.010149443,,,,,,,
,,,,,,53,76.72679982,0.069994892,12.95098985,0.446659191,0.005887196,0.056324087,0.912655821,3.014588743,5.377161036,0.003430428,,,,,,,
,,,,,,54,76.17016612,0.050817218,12.81458351,0.459722254,0.006253991,0.036736309,0.894869199,3.168409647,5.360366617,-0.001397933,,,,,,,
,,,,,,55,76.22827156,0.060386805,12.97122,0.501350783,0.004583494,0.045626225,0.95569038,3.190921415,5.375272202,0.003114043,,,,,,,
,,,,,,56,76.31748878,0.036811394,13.38973639,0.452052927,0.006646907,0.036443491,0.985176811,3.10456761,5.468453589,0.005859086,,,,,,,
,,,,,,57,75.98576125,0.061518397,12.97546419,0.417690942,0.005510846,0.06333547,0.947084219,2.927285242,5.502664261,0.002838466,,,,,,,
,,,,,,58,76.2262227,0.064147577,12.94886793,0.385707361,0.00378116,0.059082028,0.895461133,3.076234727,5.478613044,0.008534356,,,,,,,
,,,,,,59,75.81484035,0.063026031,13.10742868,0.44659077,0.003511801,0.082792439,0.939535118,3.146968987,5.349900802,0.008408295,,,,,,,
,,,,,,60,76.66542269,0.05419099,13.13109649,0.499849404,0.004810439,0.081916714,0.914636492,3.008103509,5.381436033,0.00352702,,,,,,,
